date,lad_code,lad_name,region,nation,average_price
2010-01-01,E07000133,Erewash,East Midlands,E,150768.0
2010-02-01,E07000133,Erewash,East Midlands,E,150214.0
2010-03-01,E07000133,Erewash,East Midlands,E,150243.0
2010-04-01,E07000133,Erewash,East Midlands,E,150397.0
2010-05-01,E07000133,Erewash,East Midlands,E,150481.0
2010-06-01,E07000133,Erewash,East Midlands,E,151130.0
2010-07-01,E07000133,Erewash,East Midlands,E,152333.0
2010-08-01,E07000133,Erewash,East Midlands,E,152611.0
2010-09-01,E07000133,Erewash,East Midlands,E,152546.0
2010-10-01,E07000133,Erewash,East Midlands,E,153559.0
2010-11-01,E07000133,Erewash,East Midlands,E,153848.0
2010-12-01,E07000133,Erewash,East Midlands,E,154397.0
2011-01-01,E07000133,Erewash,East Midlands,E,154654.0
2011-02-01,E07000133,Erewash,East Midlands,E,155362.0
2011-03-01,E07000133,Erewash,East Midlands,E,155162.0
2011-04-01,E07000133,Erewash,East Midlands,E,156134.0
2011-05-01,E07000133,Erewash,East Midlands,E,156597.0
2011-06-01,E07000133,Erewash,East Midlands,E,156564.0
2011-07-01,E07000133,Erewash,East Midlands,E,157411.0
2011-08-01,E07000133,Erewash,East Midlands,E,157378.0
2011-09-01,E07000133,Erewash,East Midlands,E,157374.0
2011-10-01,E07000133,Erewash,East Midlands,E,157044.0
2011-11-01,E07000133,Erewash,East Midlands,E,156374.0
2011-12-01,E07000133,Erewash,East Midlands,E,157223.0
2012-01-01,E07000133,Erewash,East Midlands,E,158509.0
2012-02-01,E07000133,Erewash,East Midlands,E,158691.0
2012-03-01,E07000133,Erewash,East Midlands,E,158634.0
2012-04-01,E07000133,Erewash,East Midlands,E,157883.0
2012-05-01,E07000133,Erewash,East Midlands,E,156890.0
2012-06-01,E07000133,Erewash,East Midlands,E,157873.0
2012-07-01,E07000133,Erewash,East Midlands,E,157015.0
2012-08-01,E07000133,Erewash,East Midlands,E,156724.0
2012-09-01,E07000133,Erewash,East Midlands,E,157404.0
2012-10-01,E07000133,Erewash,East Midlands,E,157954.0
2012-11-01,E07000133,Erewash,East Midlands,E,158667.0
2012-12-01,E07000133,Erewash,East Midlands,E,159165.0
2013-01-01,E07000133,Erewash,East Midlands,E,159412.0
2013-02-01,E07000133,Erewash,East Midlands,E,159121.0
2013-03-01,E07000133,Erewash,East Midlands,E,159178.0
2013-04-01,E07000133,Erewash,East Midlands,E,159472.0
2013-05-01,E07000133,Erewash,East Midlands,E,158663.0
2013-06-01,E07000133,Erewash,East Midlands,E,158615.0
2013-07-01,E07000133,Erewash,East Midlands,E,158851.0
2013-08-01,E07000133,Erewash,East Midlands,E,158870.0
2013-09-01,E07000133,Erewash,East Midlands,E,159127.0
2013-10-01,E07000133,Erewash,East Midlands,E,160084.0
2013-11-01,E07000133,Erewash,East Midlands,E,161132.0
2013-12-01,E07000133,Erewash,East Midlands,E,162694.0
2014-01-01,E07000133,Erewash,East Midlands,E,162137.0
2014-02-01,E07000133,Erewash,East Midlands,E,162344.0
2014-03-01,E07000133,Erewash,East Midlands,E,163716.0
2014-04-01,E07000133,Erewash,East Midlands,E,162987.0
2014-05-01,E07000133,Erewash,East Midlands,E,162663.0
2014-06-01,E07000133,Erewash,East Midlands,E,162733.0
2014-07-01,E07000133,Erewash,East Midlands,E,164690.0
2014-08-01,E07000133,Erewash,East Midlands,E,164506.0
2014-09-01,E07000133,Erewash,East Midlands,E,165793.0
2014-10-01,E07000133,Erewash,East Midlands,E,166288.0
2014-11-01,E07000133,Erewash,East Midlands,E,165978.0
2014-12-01,E07000133,Erewash,East Midlands,E,168524.0
2015-01-01,E07000133,Erewash,East Midlands,E,169190.0
2015-02-01,E07000133,Erewash,East Midlands,E,169992.0
2015-03-01,E07000133,Erewash,East Midlands,E,170915.0
2015-04-01,E07000133,Erewash,East Midlands,E,171785.0
2015-05-01,E07000133,Erewash,East Midlands,E,173931.0
2015-06-01,E07000133,Erewash,East Midlands,E,175826.0
2015-07-01,E07000133,Erewash,East Midlands,E,175662.0
2015-08-01,E07000133,Erewash,East Midlands,E,177754.0
2015-09-01,E07000133,Erewash,East Midlands,E,177766.0
2015-10-01,E07000133,Erewash,East Midlands,E,178567.0
2015-11-01,E07000133,Erewash,East Midlands,E,177999.0
2015-12-01,E07000133,Erewash,East Midlands,E,179355.0
2016-01-01,E07000133,Erewash,East Midlands,E,179673.0
2016-02-01,E07000133,Erewash,East Midlands,E,179336.0
2016-03-01,E07000133,Erewash,East Midlands,E,180821.0
2016-04-01,E07000133,Erewash,East Midlands,E,182514.0
2016-05-01,E07000133,Erewash,East Midlands,E,184250.0
2016-06-01,E07000133,Erewash,East Midlands,E,183607.0
2016-07-01,E07000133,Erewash,East Midlands,E,185436.0
2016-08-01,E07000133,Erewash,East Midlands,E,185770.0
2016-09-01,E07000133,Erewash,East Midlands,E,188010.0
2016-10-01,E07000133,Erewash,East Midlands,E,189104.0
2016-11-01,E07000133,Erewash,East Midlands,E,189898.0
2016-12-01,E07000133,Erewash,East Midlands,E,190495.0
2017-01-01,E07000133,Erewash,East Midlands,E,191075.0
2017-02-01,E07000133,Erewash,East Midlands,E,191105.0
2017-03-01,E07000133,Erewash,East Midlands,E,190814.0
2017-04-01,E07000133,Erewash,East Midlands,E,191106.0
2017-05-01,E07000133,Erewash,East Midlands,E,192690.0
2017-06-01,E07000133,Erewash,East Midlands,E,192123.0
2017-07-01,E07000133,Erewash,East Midlands,E,193842.0
2017-08-01,E07000133,Erewash,East Midlands,E,194564.0
2017-09-01,E07000133,Erewash,East Midlands,E,195830.0
2017-10-01,E07000133,Erewash,East Midlands,E,197148.0
2017-11-01,E07000133,Erewash,East Midlands,E,198557.0
2017-12-01,E07000133,Erewash,East Midlands,E,199192.0
2018-01-01,E07000133,Erewash,East Midlands,E,199856.0
2018-02-01,E07000133,Erewash,East Midlands,E,201254.0
2018-03-01,E07000133,Erewash,East Midlands,E,200971.0
2018-04-01,E07000133,Erewash,East Midlands,E,200555.0
2018-05-01,E07000133,Erewash,East Midlands,E,200773.0
2018-06-01,E07000133,Erewash,East Midlands,E,201648.0
2018-07-01,E07000133,Erewash,East Midlands,E,203964.0
2018-08-01,E07000133,Erewash,East Midlands,E,204639.0
2018-09-01,E07000133,Erewash,East Midlands,E,207060.0
2018-10-01,E07000133,Erewash,East Midlands,E,208167.0
2018-11-01,E07000133,Erewash,East Midlands,E,208404.0
2018-12-01,E07000133,Erewash,East Midlands,E,210092.0
2019-01-01,E07000133,Erewash,East Midlands,E,210523.0
2019-02-01,E07000133,Erewash,East Midlands,E,211406.0
2019-03-01,E07000133,Erewash,East Midlands,E,210839.0
2019-04-01,E07000133,Erewash,East Midlands,E,210117.0
2019-05-01,E07000133,Erewash,East Midlands,E,211275.0
2019-06-01,E07000133,Erewash,East Midlands,E,212946.0
2019-07-01,E07000133,Erewash,East Midlands,E,215414.0
2019-08-01,E07000133,Erewash,East Midlands,E,215327.0
2019-09-01,E07000133,Erewash,East Midlands,E,217369.0
2019-10-01,E07000133,Erewash,East Midlands,E,219289.0
2019-11-01,E07000133,Erewash,East Midlands,E,219502.0
2019-12-01,E07000133,Erewash,East Midlands,E,221511.0
2020-01-01,E07000133,Erewash,East Midlands,E,223109.0
2020-02-01,E07000133,Erewash,East Midlands,E,224912.0
2020-03-01,E07000133,Erewash,East Midlands,E,227737.0
2020-04-01,E07000133,Erewash,East Midlands,E,228391.0
2020-05-01,E07000133,Erewash,East Midlands,E,225858.0
2020-06-01,E07000133,Erewash,East Midlands,E,225744.0
2020-07-01,E07000133,Erewash,East Midlands,E,224914.0
2020-08-01,E07000133,Erewash,East Midlands,E,225760.0
2020-09-01,E07000133,Erewash,East Midlands,E,226553.0
2020-10-01,E07000133,Erewash,East Midlands,E,226683.0
2020-11-01,E07000133,Erewash,East Midlands,E,226377.0
2020-12-01,E07000133,Erewash,East Midlands,E,226559.0
2021-01-01,E07000133,Erewash,East Midlands,E,228296.0
2021-02-01,E07000133,Erewash,East Midlands,E,230252.0
2021-03-01,E07000133,Erewash,East Midlands,E,232463.0
2021-04-01,E07000133,Erewash,East Midlands,E,235183.0
2021-05-01,E07000133,Erewash,East Midlands,E,237012.0
2021-06-01,E07000133,Erewash,East Midlands,E,240508.0
2021-07-01,E07000133,Erewash,East Midlands,E,242666.0
2021-08-01,E07000133,Erewash,East Midlands,E,245867.0
2021-09-01,E07000133,Erewash,East Midlands,E,247788.0
2021-10-01,E07000133,Erewash,East Midlands,E,253041.0
2021-11-01,E07000133,Erewash,East Midlands,E,255872.0
2021-12-01,E07000133,Erewash,East Midlands,E,260046.0
2022-01-01,E07000133,Erewash,East Midlands,E,260070.0
2022-02-01,E07000133,Erewash,East Midlands,E,260373.0
2022-03-01,E07000133,Erewash,East Midlands,E,260897.0
2022-04-01,E07000133,Erewash,East Midlands,E,264524.0
2022-05-01,E07000133,Erewash,East Midlands,E,265101.0
2022-06-01,E07000133,Erewash,East Midlands,E,264978.0
2022-07-01,E07000133,Erewash,East Midlands,E,267302.0
2022-08-01,E07000133,Erewash,East Midlands,E,268200.0
2022-09-01,E07000133,Erewash,East Midlands,E,268779.0
2022-10-01,E07000133,Erewash,East Midlands,E,268902.0
2022-11-01,E07000133,Erewash,East Midlands,E,270308.0
2022-12-01,E07000133,Erewash,East Midlands,E,272398.0
2023-01-01,E07000133,Erewash,East Midlands,E,273357.0
2023-02-01,E07000133,Erewash,East Midlands,E,272817.0
2023-03-01,E07000133,Erewash,East Midlands,E,271680.0
2023-04-01,E07000133,Erewash,East Midlands,E,267019.0
2023-05-01,E07000133,Erewash,East Midlands,E,265955.0
2023-06-01,E07000133,Erewash,East Midlands,E,265553.0
2023-07-01,E07000133,Erewash,East Midlands,E,265512.0
2023-08-01,E07000133,Erewash,East Midlands,E,265228.0
2023-09-01,E07000133,Erewash,East Midlands,E,268491.0
2023-10-01,E07000133,Erewash,East Midlands,E,269089.0
2023-11-01,E07000133,Erewash,East Midlands,E,267678.0
2023-12-01,E07000133,Erewash,East Midlands,E,268466.0
2024-01-01,E07000133,Erewash,East Midlands,E,269756.0
2024-02-01,E07000133,Erewash,East Midlands,E,269366.0
2024-03-01,E07000133,Erewash,East Midlands,E,270541.0
2024-04-01,E07000133,Erewash,East Midlands,E,272004.0
2024-05-01,E07000133,Erewash,East Midlands,E,274062.0
2024-06-01,E07000133,Erewash,East Midlands,E,272807.0
2010-01-01,E07000134,High Peak,East Midlands,E,134977.0
2010-02-01,E07000134,High Peak,East Midlands,E,136506.0
2010-03-01,E07000134,High Peak,East Midlands,E,136018.0
2010-04-01,E07000134,High Peak,East Midlands,E,137122.0
2010-05-01,E07000134,High Peak,East Midlands,E,137499.0
2010-06-01,E07000134,High Peak,East Midlands,E,137708.0
2010-07-01,E07000134,High Peak,East Midlands,E,138246.0
2010-08-01,E07000134,High Peak,East Midlands,E,139055.0
2010-09-01,E07000134,High Peak,East Midlands,E,138942.0
2010-10-01,E07000134,High Peak,East Midlands,E,138882.0
2010-11-01,E07000134,High Peak,East Midlands,E,139705.0
2010-12-01,E07000134,High Peak,East Midlands,E,139107.0
2011-01-01,E07000134,High Peak,East Midlands,E,139186.0
2011-02-01,E07000134,High Peak,East Midlands,E,141469.0
2011-03-01,E07000134,High Peak,East Midlands,E,141314.0
2011-04-01,E07000134,High Peak,East Midlands,E,142459.0
2011-05-01,E07000134,High Peak,East Midlands,E,142540.0
2011-06-01,E07000134,High Peak,East Midlands,E,143298.0
2011-07-01,E07000134,High Peak,East Midlands,E,144151.0
2011-08-01,E07000134,High Peak,East Midlands,E,145307.0
2011-09-01,E07000134,High Peak,East Midlands,E,145632.0
2011-10-01,E07000134,High Peak,East Midlands,E,147347.0
2011-11-01,E07000134,High Peak,East Midlands,E,147428.0
2011-12-01,E07000134,High Peak,East Midlands,E,148036.0
2012-01-01,E07000134,High Peak,East Midlands,E,148653.0
2012-02-01,E07000134,High Peak,East Midlands,E,148392.0
2012-03-01,E07000134,High Peak,East Midlands,E,148669.0
2012-04-01,E07000134,High Peak,East Midlands,E,149235.0
2012-05-01,E07000134,High Peak,East Midlands,E,149418.0
2012-06-01,E07000134,High Peak,East Midlands,E,151475.0
2012-07-01,E07000134,High Peak,East Midlands,E,151394.0
2012-08-01,E07000134,High Peak,East Midlands,E,152642.0
2012-09-01,E07000134,High Peak,East Midlands,E,153685.0
2012-10-01,E07000134,High Peak,East Midlands,E,154152.0
2012-11-01,E07000134,High Peak,East Midlands,E,154053.0
2012-12-01,E07000134,High Peak,East Midlands,E,154018.0
2013-01-01,E07000134,High Peak,East Midlands,E,154150.0
2013-02-01,E07000134,High Peak,East Midlands,E,153438.0
2013-03-01,E07000134,High Peak,East Midlands,E,153247.0
2013-04-01,E07000134,High Peak,East Midlands,E,152739.0
2013-05-01,E07000134,High Peak,East Midlands,E,154108.0
2013-06-01,E07000134,High Peak,East Midlands,E,155002.0
2013-07-01,E07000134,High Peak,East Midlands,E,156013.0
2013-08-01,E07000134,High Peak,East Midlands,E,156897.0
2013-09-01,E07000134,High Peak,East Midlands,E,157498.0
2013-10-01,E07000134,High Peak,East Midlands,E,158989.0
2013-11-01,E07000134,High Peak,East Midlands,E,159062.0
2013-12-01,E07000134,High Peak,East Midlands,E,159629.0
2014-01-01,E07000134,High Peak,East Midlands,E,160644.0
2014-02-01,E07000134,High Peak,East Midlands,E,160223.0
2014-03-01,E07000134,High Peak,East Midlands,E,162890.0
2014-04-01,E07000134,High Peak,East Midlands,E,163416.0
2014-05-01,E07000134,High Peak,East Midlands,E,164024.0
2014-06-01,E07000134,High Peak,East Midlands,E,165431.0
2014-07-01,E07000134,High Peak,East Midlands,E,166604.0
2014-08-01,E07000134,High Peak,East Midlands,E,167149.0
2014-09-01,E07000134,High Peak,East Midlands,E,167762.0
2014-10-01,E07000134,High Peak,East Midlands,E,167190.0
2014-11-01,E07000134,High Peak,East Midlands,E,167306.0
2014-12-01,E07000134,High Peak,East Midlands,E,168202.0
2015-01-01,E07000134,High Peak,East Midlands,E,169049.0
2015-02-01,E07000134,High Peak,East Midlands,E,170472.0
2015-03-01,E07000134,High Peak,East Midlands,E,170912.0
2015-04-01,E07000134,High Peak,East Midlands,E,170416.0
2015-05-01,E07000134,High Peak,East Midlands,E,171729.0
2015-06-01,E07000134,High Peak,East Midlands,E,173337.0
2015-07-01,E07000134,High Peak,East Midlands,E,174553.0
2015-08-01,E07000134,High Peak,East Midlands,E,174971.0
2015-09-01,E07000134,High Peak,East Midlands,E,176310.0
2015-10-01,E07000134,High Peak,East Midlands,E,179503.0
2015-11-01,E07000134,High Peak,East Midlands,E,180150.0
2015-12-01,E07000134,High Peak,East Midlands,E,179686.0
2016-01-01,E07000134,High Peak,East Midlands,E,179786.0
2016-02-01,E07000134,High Peak,East Midlands,E,180834.0
2016-03-01,E07000134,High Peak,East Midlands,E,180139.0
2016-04-01,E07000134,High Peak,East Midlands,E,180831.0
2016-05-01,E07000134,High Peak,East Midlands,E,181691.0
2016-06-01,E07000134,High Peak,East Midlands,E,183471.0
2016-07-01,E07000134,High Peak,East Midlands,E,185088.0
2016-08-01,E07000134,High Peak,East Midlands,E,186359.0
2016-09-01,E07000134,High Peak,East Midlands,E,185195.0
2016-10-01,E07000134,High Peak,East Midlands,E,186512.0
2016-11-01,E07000134,High Peak,East Midlands,E,187664.0
2016-12-01,E07000134,High Peak,East Midlands,E,188455.0
2017-01-01,E07000134,High Peak,East Midlands,E,187629.0
2017-02-01,E07000134,High Peak,East Midlands,E,187580.0
2017-03-01,E07000134,High Peak,East Midlands,E,187214.0
2017-04-01,E07000134,High Peak,East Midlands,E,186164.0
2017-05-01,E07000134,High Peak,East Midlands,E,186740.0
2017-06-01,E07000134,High Peak,East Midlands,E,186673.0
2017-07-01,E07000134,High Peak,East Midlands,E,189394.0
2017-08-01,E07000134,High Peak,East Midlands,E,189843.0
2017-09-01,E07000134,High Peak,East Midlands,E,191502.0
2017-10-01,E07000134,High Peak,East Midlands,E,190796.0
2017-11-01,E07000134,High Peak,East Midlands,E,190950.0
2017-12-01,E07000134,High Peak,East Midlands,E,191623.0
2018-01-01,E07000134,High Peak,East Midlands,E,191463.0
2018-02-01,E07000134,High Peak,East Midlands,E,191707.0
2018-03-01,E07000134,High Peak,East Midlands,E,192121.0
2018-04-01,E07000134,High Peak,East Midlands,E,192522.0
2018-05-01,E07000134,High Peak,East Midlands,E,194678.0
2018-06-01,E07000134,High Peak,East Midlands,E,195602.0
2018-07-01,E07000134,High Peak,East Midlands,E,196617.0
2018-08-01,E07000134,High Peak,East Midlands,E,197689.0
2018-09-01,E07000134,High Peak,East Midlands,E,198830.0
2018-10-01,E07000134,High Peak,East Midlands,E,199375.0
2018-11-01,E07000134,High Peak,East Midlands,E,199717.0
2018-12-01,E07000134,High Peak,East Midlands,E,200482.0
2019-01-01,E07000134,High Peak,East Midlands,E,202114.0
2019-02-01,E07000134,High Peak,East Midlands,E,203733.0
2019-03-01,E07000134,High Peak,East Midlands,E,204153.0
2019-04-01,E07000134,High Peak,East Midlands,E,205468.0
2019-05-01,E07000134,High Peak,East Midlands,E,205933.0
2019-06-01,E07000134,High Peak,East Midlands,E,206603.0
2019-07-01,E07000134,High Peak,East Midlands,E,206819.0
2019-08-01,E07000134,High Peak,East Midlands,E,207299.0
2019-09-01,E07000134,High Peak,East Midlands,E,209153.0
2019-10-01,E07000134,High Peak,East Midlands,E,209887.0
2019-11-01,E07000134,High Peak,East Midlands,E,210662.0
2019-12-01,E07000134,High Peak,East Midlands,E,209996.0
2020-01-01,E07000134,High Peak,East Midlands,E,210366.0
2020-02-01,E07000134,High Peak,East Midlands,E,210799.0
2020-03-01,E07000134,High Peak,East Midlands,E,210695.0
2020-04-01,E07000134,High Peak,East Midlands,E,210315.0
2020-05-01,E07000134,High Peak,East Midlands,E,209526.0
2020-06-01,E07000134,High Peak,East Midlands,E,209201.0
2020-07-01,E07000134,High Peak,East Midlands,E,209961.0
2020-08-01,E07000134,High Peak,East Midlands,E,209743.0
2020-09-01,E07000134,High Peak,East Midlands,E,210031.0
2020-10-01,E07000134,High Peak,East Midlands,E,210754.0
2020-11-01,E07000134,High Peak,East Midlands,E,212495.0
2020-12-01,E07000134,High Peak,East Midlands,E,213392.0
2021-01-01,E07000134,High Peak,East Midlands,E,214726.0
2021-02-01,E07000134,High Peak,East Midlands,E,217064.0
2021-03-01,E07000134,High Peak,East Midlands,E,220674.0
2021-04-01,E07000134,High Peak,East Midlands,E,223577.0
2021-05-01,E07000134,High Peak,East Midlands,E,226156.0
2021-06-01,E07000134,High Peak,East Midlands,E,228942.0
2021-07-01,E07000134,High Peak,East Midlands,E,232480.0
2021-08-01,E07000134,High Peak,East Midlands,E,235700.0
2021-09-01,E07000134,High Peak,East Midlands,E,238439.0
2021-10-01,E07000134,High Peak,East Midlands,E,241735.0
2021-11-01,E07000134,High Peak,East Midlands,E,242805.0
2021-12-01,E07000134,High Peak,East Midlands,E,243436.0
2022-01-01,E07000134,High Peak,East Midlands,E,244358.0
2022-02-01,E07000134,High Peak,East Midlands,E,245190.0
2022-03-01,E07000134,High Peak,East Midlands,E,245372.0
2022-04-01,E07000134,High Peak,East Midlands,E,247016.0
2022-05-01,E07000134,High Peak,East Midlands,E,245792.0
2022-06-01,E07000134,High Peak,East Midlands,E,245985.0
2022-07-01,E07000134,High Peak,East Midlands,E,246231.0
2022-08-01,E07000134,High Peak,East Midlands,E,245252.0
2022-09-01,E07000134,High Peak,East Midlands,E,247611.0
2022-10-01,E07000134,High Peak,East Midlands,E,246922.0
2022-11-01,E07000134,High Peak,East Midlands,E,247058.0
2022-12-01,E07000134,High Peak,East Midlands,E,248802.0
2023-01-01,E07000134,High Peak,East Midlands,E,249524.0
2023-02-01,E07000134,High Peak,East Midlands,E,248354.0
2023-03-01,E07000134,High Peak,East Midlands,E,249114.0
2023-04-01,E07000134,High Peak,East Midlands,E,249452.0
2023-05-01,E07000134,High Peak,East Midlands,E,252010.0
2023-06-01,E07000134,High Peak,East Midlands,E,252476.0
2023-07-01,E07000134,High Peak,East Midlands,E,252347.0
2023-08-01,E07000134,High Peak,East Midlands,E,251438.0
2023-09-01,E07000134,High Peak,East Midlands,E,250654.0
2023-10-01,E07000134,High Peak,East Midlands,E,249784.0
2023-11-01,E07000134,High Peak,East Midlands,E,251297.0
2023-12-01,E07000134,High Peak,East Midlands,E,251342.0
2024-01-01,E07000134,High Peak,East Midlands,E,252740.0
2024-02-01,E07000134,High Peak,East Midlands,E,255192.0
2024-03-01,E07000134,High Peak,East Midlands,E,253384.0
2024-04-01,E07000134,High Peak,East Midlands,E,255582.0
2024-05-01,E07000134,High Peak,East Midlands,E,256437.0
2024-06-01,E07000134,High Peak,East Midlands,E,257718.0
2010-01-01,E07000135,North East Derbyshire,East Midlands,E,133590.0
2010-02-01,E07000135,North East Derbyshire,East Midlands,E,133221.0
2010-03-01,E07000135,North East Derbyshire,East Midlands,E,133495.0
2010-04-01,E07000135,North East Derbyshire,East Midlands,E,133916.0
2010-05-01,E07000135,North East Derbyshire,East Midlands,E,134640.0
2010-06-01,E07000135,North East Derbyshire,East Midlands,E,135560.0
2010-07-01,E07000135,North East Derbyshire,East Midlands,E,135665.0
2010-08-01,E07000135,North East Derbyshire,East Midlands,E,136205.0
2010-09-01,E07000135,North East Derbyshire,East Midlands,E,136968.0
2010-10-01,E07000135,North East Derbyshire,East Midlands,E,137285.0
2010-11-01,E07000135,North East Derbyshire,East Midlands,E,137460.0
2010-12-01,E07000135,North East Derbyshire,East Midlands,E,138313.0
2011-01-01,E07000135,North East Derbyshire,East Midlands,E,138636.0
2011-02-01,E07000135,North East Derbyshire,East Midlands,E,138348.0
2011-03-01,E07000135,North East Derbyshire,East Midlands,E,139605.0
2011-04-01,E07000135,North East Derbyshire,East Midlands,E,139381.0
2011-05-01,E07000135,North East Derbyshire,East Midlands,E,139756.0
2011-06-01,E07000135,North East Derbyshire,East Midlands,E,140386.0
2011-07-01,E07000135,North East Derbyshire,East Midlands,E,141100.0
2011-08-01,E07000135,North East Derbyshire,East Midlands,E,141642.0
2011-09-01,E07000135,North East Derbyshire,East Midlands,E,140283.0
2011-10-01,E07000135,North East Derbyshire,East Midlands,E,140291.0
2011-11-01,E07000135,North East Derbyshire,East Midlands,E,140907.0
2011-12-01,E07000135,North East Derbyshire,East Midlands,E,141278.0
2012-01-01,E07000135,North East Derbyshire,East Midlands,E,142031.0
2012-02-01,E07000135,North East Derbyshire,East Midlands,E,143103.0
2012-03-01,E07000135,North East Derbyshire,East Midlands,E,143863.0
2012-04-01,E07000135,North East Derbyshire,East Midlands,E,143855.0
2012-05-01,E07000135,North East Derbyshire,East Midlands,E,143965.0
2012-06-01,E07000135,North East Derbyshire,East Midlands,E,145436.0
2012-07-01,E07000135,North East Derbyshire,East Midlands,E,145775.0
2012-08-01,E07000135,North East Derbyshire,East Midlands,E,146167.0
2012-09-01,E07000135,North East Derbyshire,East Midlands,E,146945.0
2012-10-01,E07000135,North East Derbyshire,East Midlands,E,148193.0
2012-11-01,E07000135,North East Derbyshire,East Midlands,E,148074.0
2012-12-01,E07000135,North East Derbyshire,East Midlands,E,148215.0
2013-01-01,E07000135,North East Derbyshire,East Midlands,E,147646.0
2013-02-01,E07000135,North East Derbyshire,East Midlands,E,147914.0
2013-03-01,E07000135,North East Derbyshire,East Midlands,E,148739.0
2013-04-01,E07000135,North East Derbyshire,East Midlands,E,148966.0
2013-05-01,E07000135,North East Derbyshire,East Midlands,E,150571.0
2013-06-01,E07000135,North East Derbyshire,East Midlands,E,151115.0
2013-07-01,E07000135,North East Derbyshire,East Midlands,E,151517.0
2013-08-01,E07000135,North East Derbyshire,East Midlands,E,151756.0
2013-09-01,E07000135,North East Derbyshire,East Midlands,E,151333.0
2013-10-01,E07000135,North East Derbyshire,East Midlands,E,151743.0
2013-11-01,E07000135,North East Derbyshire,East Midlands,E,152451.0
2013-12-01,E07000135,North East Derbyshire,East Midlands,E,152846.0
2014-01-01,E07000135,North East Derbyshire,East Midlands,E,153474.0
2014-02-01,E07000135,North East Derbyshire,East Midlands,E,153504.0
2014-03-01,E07000135,North East Derbyshire,East Midlands,E,153153.0
2014-04-01,E07000135,North East Derbyshire,East Midlands,E,153558.0
2014-05-01,E07000135,North East Derbyshire,East Midlands,E,154182.0
2014-06-01,E07000135,North East Derbyshire,East Midlands,E,154548.0
2014-07-01,E07000135,North East Derbyshire,East Midlands,E,155164.0
2014-08-01,E07000135,North East Derbyshire,East Midlands,E,156170.0
2014-09-01,E07000135,North East Derbyshire,East Midlands,E,157180.0
2014-10-01,E07000135,North East Derbyshire,East Midlands,E,158255.0
2014-11-01,E07000135,North East Derbyshire,East Midlands,E,159439.0
2014-12-01,E07000135,North East Derbyshire,East Midlands,E,160278.0
2015-01-01,E07000135,North East Derbyshire,East Midlands,E,161024.0
2015-02-01,E07000135,North East Derbyshire,East Midlands,E,162889.0
2015-03-01,E07000135,North East Derbyshire,East Midlands,E,163950.0
2015-04-01,E07000135,North East Derbyshire,East Midlands,E,163858.0
2015-05-01,E07000135,North East Derbyshire,East Midlands,E,163046.0
2015-06-01,E07000135,North East Derbyshire,East Midlands,E,163382.0
2015-07-01,E07000135,North East Derbyshire,East Midlands,E,164333.0
2015-08-01,E07000135,North East Derbyshire,East Midlands,E,165529.0
2015-09-01,E07000135,North East Derbyshire,East Midlands,E,165147.0
2015-10-01,E07000135,North East Derbyshire,East Midlands,E,166183.0
2015-11-01,E07000135,North East Derbyshire,East Midlands,E,167520.0
2015-12-01,E07000135,North East Derbyshire,East Midlands,E,168484.0
2016-01-01,E07000135,North East Derbyshire,East Midlands,E,169312.0
2016-02-01,E07000135,North East Derbyshire,East Midlands,E,169740.0
2016-03-01,E07000135,North East Derbyshire,East Midlands,E,169928.0
2016-04-01,E07000135,North East Derbyshire,East Midlands,E,171036.0
2016-05-01,E07000135,North East Derbyshire,East Midlands,E,172001.0
2016-06-01,E07000135,North East Derbyshire,East Midlands,E,172291.0
2016-07-01,E07000135,North East Derbyshire,East Midlands,E,174739.0
2016-08-01,E07000135,North East Derbyshire,East Midlands,E,174139.0
2016-09-01,E07000135,North East Derbyshire,East Midlands,E,174504.0
2016-10-01,E07000135,North East Derbyshire,East Midlands,E,174463.0
2016-11-01,E07000135,North East Derbyshire,East Midlands,E,175296.0
2016-12-01,E07000135,North East Derbyshire,East Midlands,E,174362.0
2017-01-01,E07000135,North East Derbyshire,East Midlands,E,175867.0
2017-02-01,E07000135,North East Derbyshire,East Midlands,E,177183.0
2017-03-01,E07000135,North East Derbyshire,East Midlands,E,177939.0
2017-04-01,E07000135,North East Derbyshire,East Midlands,E,178252.0
2017-05-01,E07000135,North East Derbyshire,East Midlands,E,179361.0
2017-06-01,E07000135,North East Derbyshire,East Midlands,E,180174.0
2017-07-01,E07000135,North East Derbyshire,East Midlands,E,181480.0
2017-08-01,E07000135,North East Derbyshire,East Midlands,E,181947.0
2017-09-01,E07000135,North East Derbyshire,East Midlands,E,182368.0
2017-10-01,E07000135,North East Derbyshire,East Midlands,E,183790.0
2017-11-01,E07000135,North East Derbyshire,East Midlands,E,184868.0
2017-12-01,E07000135,North East Derbyshire,East Midlands,E,185302.0
2018-01-01,E07000135,North East Derbyshire,East Midlands,E,186174.0
2018-02-01,E07000135,North East Derbyshire,East Midlands,E,186901.0
2018-03-01,E07000135,North East Derbyshire,East Midlands,E,187861.0
2018-04-01,E07000135,North East Derbyshire,East Midlands,E,189483.0
2018-05-01,E07000135,North East Derbyshire,East Midlands,E,189784.0
2018-06-01,E07000135,North East Derbyshire,East Midlands,E,189842.0
2018-07-01,E07000135,North East Derbyshire,East Midlands,E,190658.0
2018-08-01,E07000135,North East Derbyshire,East Midlands,E,190806.0
