lad_code,lad_name,region,nation,current_price,median_annual_earnings,price_to_income_ratio,bank_rate_scenario,mortgage_rate_pct,scenario,prob_negative_equity,monthly_drift,monthly_vol
E07000086,Fareham,South East,E,396002.0,39364.0,10.060004064627579,2.75,4.044,minus_1pct,0.0,0.005509,0.009617
E07000087,Gosport,South East,E,415877.0,37524.0,11.082960238780514,2.75,4.044,minus_1pct,0.0,0.006137,0.009956
E07000088,Hart,South East,E,421676.0,43035.0,9.798443127686767,2.75,4.044,minus_1pct,0.0,0.004189,0.009563
E07000089,Havant,South East,E,318091.0,44271.0,7.185087303200741,2.75,4.044,minus_1pct,0.0,0.004409,0.009584
E07000090,New Forest,South East,E,455705.0,40164.0,11.34610596554128,2.75,4.044,minus_1pct,0.0,0.005027,0.009997
E07000091,Rushmoor,South East,E,366763.0,41097.0,8.924325376548166,2.75,4.044,minus_1pct,0.0,0.004698,0.008607
E07000092,Test Valley,South East,E,465929.0,39420.0,11.81960933536276,2.75,4.044,minus_1pct,0.0,0.005714,0.009445
E07000093,Winchester,South East,E,427349.0,39862.0,10.720711454518087,2.75,4.044,minus_1pct,0.0,0.006006,0.010231
E07000109,Ashford,South East,E,422343.0,36836.0,11.465495710717777,2.75,4.044,minus_1pct,0.0,0.004983,0.009184
E07000110,Canterbury,South East,E,376641.0,39541.0,9.525328140411219,2.75,4.044,minus_1pct,0.0,0.00462,0.010005
E07000111,Dartford,South East,E,368479.0,37031.0,9.950554940455294,2.75,4.044,minus_1pct,0.0,0.005626,0.010138
E07000112,Dover,South East,E,388655.0,35787.0,10.86022857462207,2.75,4.044,minus_1pct,0.0,0.00441,0.008317
E07000113,Folkestone and Hythe,South East,E,341007.0,41501.0,8.21683814847835,2.75,4.044,minus_1pct,0.0,0.005544,0.008788
E07000114,Gravesham,South East,E,456176.0,33636.0,13.562135806873588,2.75,4.044,minus_1pct,0.0,0.004066,0.008397
E07000115,Maidstone,South East,E,395510.0,32844.0,12.042077700645475,2.75,4.044,minus_1pct,0.0,0.005663,0.00767
E07000116,Sevenoaks,South East,E,416674.0,36638.0,11.372727768983022,2.75,4.044,minus_1pct,0.0,0.006183,0.008575
E07000207,Elmbridge,South East,E,488806.0,53821.0,9.082068337637725,2.75,4.044,minus_1pct,0.0,0.004624,0.009776
E07000208,Epsom and Ewell,South East,E,525023.0,40876.0,12.84428515510324,2.75,4.044,minus_1pct,0.0,0.004495,0.009928
E07000209,Guildford,South East,E,531347.0,47632.0,11.155252771246221,2.75,4.044,minus_1pct,0.0,0.005688,0.009194
E07000210,Mole Valley,South East,E,395964.0,40599.0,9.75304810463312,2.75,4.044,minus_1pct,0.0,0.005479,0.008693
E07000211,Reigate and Banstead,South East,E,394864.0,41123.0,9.602023198696592,2.75,4.044,minus_1pct,0.0,0.00522,0.009772
E07000212,Runnymede,South East,E,425085.0,43770.0,9.711788896504455,2.75,4.044,minus_1pct,0.0,0.005692,0.008274
E07000213,Spelthorne,South East,E,354516.0,34844.0,10.174377224199288,2.75,4.044,minus_1pct,0.0,0.004058,0.007916
E07000214,Surrey Heath,South East,E,403195.0,40038.0,10.070308207203157,2.75,4.044,minus_1pct,0.0,0.005801,0.008868
E07000215,Tandridge,South East,E,445143.0,32562.0,13.670628339782569,2.75,4.044,minus_1pct,0.0,0.004374,0.010435
E07000216,Waverley,South East,E,401867.0,40459.0,9.932697298499717,2.75,4.044,minus_1pct,0.0,0.004062,0.008343
E07000217,Woking,South East,E,479178.0,37396.0,12.813616429564659,2.75,4.044,minus_1pct,0.0,0.005044,0.008238
E07000223,Chichester,South East,E,399438.0,39343.0,10.152708232722466,2.75,4.044,minus_1pct,0.0,0.00537,0.008982
E07000224,Crawley,South East,E,436585.0,37620.0,11.605130249867091,2.75,4.044,minus_1pct,0.0,0.00461,0.009923
E07000225,Horsham,South East,E,462483.0,43518.0,10.627395560457742,2.75,4.044,minus_1pct,0.0,0.005397,0.009983
E07000226,Mid Sussex,South East,E,376984.0,38593.0,9.76819630502941,2.75,4.044,minus_1pct,0.0,0.005541,0.010233
E07000227,Worthing,South East,E,400738.0,42220.0,9.491662719090478,2.75,4.044,minus_1pct,0.0,0.005763,0.009307
E07000228,Cherwell,South East,E,414939.0,40444.0,10.259593512016616,2.75,4.044,minus_1pct,0.0,0.004833,0.010098
E07000229,Oxford,South East,E,496844.0,49417.0,10.054110933484429,2.75,4.044,minus_1pct,0.0,0.004992,0.009299
E07000230,South Oxfordshire,South East,E,361809.0,40032.0,9.037994604316546,2.75,4.044,minus_1pct,0.0,0.005155,0.008704
E07000231,Vale of White Horse,South East,E,344396.0,37132.0,9.274911127868146,2.75,4.044,minus_1pct,0.0,0.005086,0.010134
E07000232,West Oxfordshire,South East,E,359526.0,39750.0,9.04467924528302,2.75,4.044,minus_1pct,0.0,0.005737,0.008473
E06000022,Bath and North East Somerset,South West,E,323327.0,34529.0,9.363925975267167,2.75,4.044,minus_1pct,0.0,0.004596,0.010755
E06000023,"Bristol, City of",South West,E,317232.0,36300.0,8.739173553719008,2.75,4.044,minus_1pct,0.0,0.003995,0.011339
E06000024,North Somerset,South West,E,327151.0,28149.0,11.622118014849551,2.75,4.044,minus_1pct,0.0,0.005046,0.011714
E06000025,South Gloucestershire,South West,E,337188.0,39442.0,8.54895796359211,2.75,4.044,minus_1pct,0.0,0.003954,0.010399
E06000026,Plymouth,South West,E,324732.0,36714.0,8.84490929890505,2.75,4.044,minus_1pct,0.0,0.004407,0.0122
E06000027,Torbay,South West,E,289677.0,38617.0,7.501281818888055,2.75,4.044,minus_1pct,0.0,0.004315,0.011895
E06000030,Swindon,South West,E,313907.0,35305.0,8.89129018552613,2.75,4.044,minus_1pct,0.0,0.004348,0.012696
E06000052,Cornwall,South West,E,303653.0,30781.0,9.864949156947468,2.75,4.044,minus_1pct,0.0,0.003581,0.011338
E06000053,Isles of Scilly,South West,E,297285.0,32760.0,9.074633699633699,2.75,4.044,minus_1pct,0.0,0.005097,0.012999
E06000054,Wiltshire,South West,E,316795.0,30198.0,10.490595403669117,2.75,4.044,minus_1pct,0.0,0.004285,0.010084
E06000055,"Bournemouth, Christchurch and Poole",South West,E,384146.0,30315.0,12.671812634009566,2.75,4.044,minus_1pct,0.0,0.004634,0.012616
E06000056,Dorset,South West,E,331617.0,32612.0,10.168557586164601,2.75,4.044,minus_1pct,0.0,0.004524,0.009475
E06000058,Exeter,South West,E,296288.0,35145.0,8.430445298050932,2.75,4.044,minus_1pct,0.0,0.004716,0.012651
E07000040,East Devon,South West,E,282168.0,35800.0,7.881787709497207,2.75,4.044,minus_1pct,0.0003,0.003091,0.012196
E07000041,Exeter,South West,E,367670.0,30398.0,12.095203631817883,2.75,4.044,minus_1pct,0.0,0.003553,0.010506
E07000042,Mid Devon,South West,E,319078.0,39217.0,8.136216436749368,2.75,4.044,minus_1pct,0.0,0.004406,0.012613
E07000043,North Devon,South West,E,336580.0,28353.0,11.871054209431101,2.75,4.044,minus_1pct,0.0,0.003843,0.009782
E07000044,South Hams,South West,E,336847.0,34393.0,9.794056930189283,2.75,4.044,minus_1pct,0.0,0.003522,0.010127
E07000045,Teignbridge,South West,E,283809.0,39136.0,7.251865290269828,2.75,4.044,minus_1pct,0.0,0.003863,0.009501
E07000046,Torridge,South West,E,314637.0,35239.0,8.9286585884957,2.75,4.044,minus_1pct,0.0,0.004657,0.012959
E07000047,West Devon,South West,E,314000.0,33302.0,9.428863131343462,2.75,4.044,minus_1pct,0.0,0.003523,0.011366
E07000187,Mendip,South West,E,337510.0,32770.0,10.299359169972536,2.75,4.044,minus_1pct,0.0,0.002911,0.009973
E07000188,Sedgemoor,South West,E,329082.0,34924.0,9.422803802542663,2.75,4.044,minus_1pct,0.0,0.00465,0.012196
E07000189,Somerset West and Taunton,South West,E,254567.0,39784.0,6.398728131912327,2.75,4.044,minus_1pct,0.0,0.003185,0.011565
E07000190,South Somerset,South West,E,296697.0,31109.0,9.537336462117072,2.75,4.044,minus_1pct,0.0,0.005178,0.010807
W06000001,Isle of Anglesey,Wales,W,165225.0,27425.0,6.02461257976299,2.75,4.044,minus_1pct,0.0,0.003845,0.007951
W06000002,Gwynedd,Wales,W,195870.0,27029.0,7.246660993747456,2.75,4.044,minus_1pct,0.0,0.002164,0.009936
W06000003,Conwy,Wales,W,205745.0,28561.0,7.203704352088512,2.75,4.044,minus_1pct,0.0,0.002128,0.008319
W06000004,Denbighshire,Wales,W,219768.0,36194.0,6.071945626346908,2.75,4.044,minus_1pct,0.0,0.001994,0.00843
W06000005,Flintshire,Wales,W,214552.0,30287.0,7.083963416647406,2.75,4.044,minus_1pct,0.0,0.004095,0.009573
W06000006,Wrexham,Wales,W,241204.0,32301.0,7.467384910683879,2.75,4.044,minus_1pct,0.0,0.002604,0.007528
W06000008,Ceredigion,Wales,W,227419.0,32294.0,7.042144051526599,2.75,4.044,minus_1pct,0.0,0.002085,0.010067
W06000009,Pembrokeshire,Wales,W,263943.0,29987.0,8.801914162803882,2.75,4.044,minus_1pct,0.0,0.0034,0.009058
W06000010,Carmarthenshire,Wales,W,220648.0,29460.0,7.489748811948405,2.75,4.044,minus_1pct,0.0,0.00344,0.009275
W06000011,Swansea,Wales,W,205425.0,28324.0,7.252683236830956,2.75,4.044,minus_1pct,0.0,0.002402,0.00946
W06000012,Neath Port Talbot,Wales,W,187266.0,26873.0,6.968555799501358,2.75,4.044,minus_1pct,0.0,0.00424,0.008915
W06000013,Bridgend,Wales,W,233857.0,31469.0,7.431345133305793,2.75,4.044,minus_1pct,0.0,0.002456,0.009558
W06000014,Vale of Glamorgan,Wales,W,199239.0,31642.0,6.296662663548449,2.75,4.044,minus_1pct,0.0,0.002913,0.009785
W06000015,Cardiff,Wales,W,206598.0,31034.0,6.657150222336792,2.75,4.044,minus_1pct,0.0,0.003262,0.009741
W06000016,Rhondda Cynon Taf,Wales,W,213763.0,29132.0,7.337738569270905,2.75,4.044,minus_1pct,0.0,0.003518,0.009114
W06000018,Caerphilly,Wales,W,222914.0,35451.0,6.287946743392288,2.75,4.044,minus_1pct,0.0,0.002853,0.00748
W06000019,Blaenau Gwent,Wales,W,228385.0,28287.0,8.07385017852724,2.75,4.044,minus_1pct,0.0,0.002358,0.008535
W06000020,Torfaen,Wales,W,212700.0,36656.0,5.802597119161938,2.75,4.044,minus_1pct,0.0,0.00293,0.00847
W06000021,Monmouthshire,Wales,W,194591.0,31822.0,6.1149833448557604,2.75,4.044,minus_1pct,0.0,0.002987,0.008249
W06000022,Newport,Wales,W,212380.0,32130.0,6.610021786492375,2.75,4.044,minus_1pct,0.0,0.003544,0.009284
W06000023,Powys,Wales,W,205134.0,28493.0,7.199452497104552,2.75,4.044,minus_1pct,0.0,0.004162,0.008078
W06000024,Merthyr Tydfil,Wales,W,237395.0,32391.0,7.329042017844463,2.75,4.044,minus_1pct,0.0,0.004196,0.008874
S12000005,Clackmannanshire,Scotland,S,236289.0,30028.0,7.868955641401358,2.75,4.044,minus_1pct,0.0,0.002556,0.009727
S12000006,Dumfries and Galloway,Scotland,S,204384.0,35175.0,5.810490405117271,2.75,4.044,minus_1pct,0.0,0.004108,0.011311
S12000008,East Ayrshire,Scotland,S,163451.0,37432.0,4.366611455439196,2.75,4.044,minus_1pct,0.0,0.00452,0.010354
S12000010,East Lothian,Scotland,S,181137.0,38275.0,4.732514696276943,2.75,4.044,minus_1pct,0.0,0.003436,0.010464
S12000011,East Renfrewshire,Scotland,S,198882.0,36133.0,5.504165167575347,2.75,4.044,minus_1pct,0.0,0.004536,0.009511
S12000013,Na h-Eileanan Siar,Scotland,S,210075.0,32310.0,6.501857010213556,2.75,4.044,minus_1pct,0.0,0.004087,0.011343
S12000014,Falkirk,Scotland,S,191237.0,32874.0,5.817272008274016,2.75,4.044,minus_1pct,0.0,0.004045,0.008904
S12000015,Fife,Scotland,S,205288.0,36016.0,5.699911150599734,2.75,4.044,minus_1pct,0.0,0.003899,0.009078
S12000017,Highland,Scotland,S,204826.0,34566.0,5.92564948215009,2.75,4.044,minus_1pct,0.0,0.002833,0.00978
S12000018,Inverclyde,Scotland,S,202276.0,38763.0,5.218275159301395,2.75,4.044,minus_1pct,0.0,0.004821,0.009016
S12000019,Midlothian,Scotland,S,208322.0,32091.0,6.4916020067931814,2.75,4.044,minus_1pct,0.0,0.004129,0.009685
S12000020,Moray,Scotland,S,199302.0,32274.0,6.175311396170292,2.75,4.044,minus_1pct,0.0,0.004538,0.00876
S12000021,North Ayrshire,Scotland,S,229850.0,35585.0,6.459182239707742,2.75,4.044,minus_1pct,0.0,0.00329,0.009006
S12000023,Orkney Islands,Scotland,S,221520.0,37761.0,5.866370064352109,2.75,4.044,minus_1pct,0.0,0.002826,0.009847
S12000024,Perth and Kinross,Scotland,S,243841.0,30917.0,7.886955396707313,2.75,4.044,minus_1pct,0.0,0.004125,0.009701
S12000026,Scottish Borders,Scotland,S,252748.0,31215.0,8.097004645202627,2.75,4.044,minus_1pct,0.0,0.002994,0.01017
S12000027,Shetland Islands,Scotland,S,225170.0,36793.0,6.11991411409779,2.75,4.044,minus_1pct,0.0,0.004284,0.010908
S12000028,South Ayrshire,Scotland,S,174576.0,38149.0,4.576161891530577,2.75,4.044,minus_1pct,0.0,0.003963,0.009738
S12000029,South Lanarkshire,Scotland,S,193652.0,33993.0,5.696819933515724,2.75,4.044,minus_1pct,0.0,0.00465,0.011246
S12000030,Stirling,Scotland,S,182930.0,37057.0,4.936449253852174,2.75,4.044,minus_1pct,0.0,0.004588,0.009372
S12000033,Aberdeen City,Scotland,S,173651.0,35389.0,4.906920229449829,2.75,4.044,minus_1pct,0.0,0.003303,0.01068
S12000034,Aberdeenshire,Scotland,S,218725.0,33987.0,6.4355488863388945,2.75,4.044,minus_1pct,0.0,0.003078,0.009438
S12000035,Argyll and Bute,Scotland,S,182611.0,34746.0,5.255597766649399,2.75,4.044,minus_1pct,0.0,0.00255,0.010263
S12000036,City of Edinburgh,Scotland,S,215434.0,41060.0,5.246809547004384,2.75,4.044,minus_1pct,0.0,0.00376,0.009551
S12000038,Renfrewshire,Scotland,S,195414.0,33694.0,5.799667596604737,2.75,4.044,minus_1pct,0.0005,0.002512,0.011596
S12000039,West Dunbartonshire,Scotland,S,189223.0,34173.0,5.537207737102391,2.75,4.044,minus_1pct,0.0,0.003668,0.00847
S12000040,West Lothian,Scotland,S,219586.0,31574.0,6.9546462279090395,2.75,4.044,minus_1pct,0.0,0.003299,0.009591
S12000041,Angus,Scotland,S,187847.0,33308.0,5.6396961690885075,2.75,4.044,minus_1pct,0.0,0.003267,0.009761
S12000042,Dundee City,Scotland,S,173147.0,39365.0,4.398501206655658,2.75,4.044,minus_1pct,0.0,0.004567,0.010608
S12000044,North Lanarkshire,Scotland,S,167907.0,31068.0,5.404499806875242,2.75,4.044,minus_1pct,0.0,0.004289,0.011198
S12000045,East Dunbartonshire,Scotland,S,155312.0,34015.0,4.565985594590622,2.75,4.044,minus_1pct,0.0,0.004079,0.011516
S12000046,Glasgow City,Scotland,S,190047.0,33637.0,5.649939055207064,2.75,4.044,minus_1pct,0.0,0.003534,0.010172
S12000047,Fife,Scotland,S,196258.0,35479.0,5.5316666196905215,2.75,4.044,minus_1pct,0.0,0.003854,0.00995
S12000049,Glasgow City,Scotland,S,165966.0,32103.0,5.169797215213531,2.75,4.044,minus_1pct,0.0,0.003934,0.011322
S12000050,North Lanarkshire,Scotland,S,208039.0,32734.0,6.355440826052423,2.75,4.044,minus_1pct,0.0,0.003214,0.010497
N09000001,Antrim and Newtownabbey,Northern Ireland,N,201570.0,34358.0,5.8667559229291575,2.75,4.044,minus_1pct,0.0,0.00466,0.010531
N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,155353.0,30157.0,5.151473952979408,2.75,4.044,minus_1pct,0.0,0.004293,0.010654
N09000003,Belfast,Northern Ireland,N,175923.0,32047.0,5.4895310013417795,2.75,4.044,minus_1pct,0.0,0.002519,0.008904
N09000004,Causeway Coast and Glens,Northern Ireland,N,163123.0,31481.0,5.181633366157365,2.75,4.044,minus_1pct,0.0,0.004015,0.011705
N09000005,Derry City and Strabane,Northern Ireland,N,193255.0,32056.0,6.028668579985026,2.75,4.044,minus_1pct,0.0,0.004168,0.00979
N09000006,Fermanagh and Omagh,Northern Ireland,N,182085.0,33254.0,5.4755818848860285,2.75,4.044,minus_1pct,0.0,0.004693,0.009981
N09000007,Lisburn and Castlereagh,Northern Ireland,N,192139.0,30540.0,6.291388343156516,2.75,4.044,minus_1pct,0.0,0.004257,0.008773
N09000008,Mid and East Antrim,Northern Ireland,N,194995.0,29863.0,6.529652077822054,2.75,4.044,minus_1pct,0.0,0.004547,0.008675
N09000009,Mid Ulster,Northern Ireland,N,179179.0,30424.0,5.889396529056008,2.75,4.044,minus_1pct,0.0,0.004607,0.009734
N09000010,"Newry, Mourne and Down",Northern Ireland,N,215359.0,30810.0,6.989905874716001,2.75,4.044,minus_1pct,0.0003,0.002647,0.011653
N09000011,Ards and North Down,Northern Ireland,N,183383.0,33223.0,5.519760406946995,2.75,4.044,minus_1pct,0.0,0.004523,0.011634
E06000001,Hartlepool,North East,E,146858.0,37579.0,3.9079805210356846,3.75,4.895,base,0.0,0.002564,0.009577
E06000002,Middlesbrough,North East,E,170889.0,28274.0,6.044033387564547,3.75,4.895,base,0.0,0.002706,0.008221
E06000003,Redcar and Cleveland,North East,E,162513.0,30190.0,5.383007618416694,3.75,4.895,base,0.0,0.002579,0.00754
E06000004,Stockton-on-Tees,North East,E,203870.0,35818.0,5.69183092299961,3.75,4.895,base,0.0,0.003683,0.008425
E06000005,Darlington,North East,E,160614.0,30715.0,5.229171414618265,3.75,4.895,base,0.0,0.002826,0.007867
E06000047,County Durham,North East,E,176733.0,33942.0,5.206911790701786,3.75,4.895,base,0.0,0.003197,0.008262
E08000037,Gateshead,North East,E,172849.0,31414.0,5.502291971732348,3.75,4.895,base,0.0,0.002613,0.00702
E08000021,Newcastle upon Tyne,North East,E,152236.0,28335.0,5.372719251808717,3.75,4.895,base,0.0,0.002028,0.009505
E08000022,North Tyneside,North East,E,152114.0,25993.0,5.852114030700573,3.75,4.895,base,0.0,0.002566,0.008737
E08000023,South Tyneside,North East,E,186765.0,31868.0,5.860581147232334,3.75,4.895,base,0.0,0.002911,0.008031
E08000024,Sunderland,North East,E,132296.0,33974.0,3.894036616235945,3.75,4.895,base,0.0,0.003668,0.007223
E06000057,Northumberland,North East,E,177249.0,32216.0,5.501893469083685,3.75,4.895,base,0.0,0.003198,0.007485
E06000006,Halton,North West,E,222324.0,34650.0,6.416277056277056,3.75,4.895,base,0.0,0.003334,0.007733
E06000007,Warrington,North West,E,207785.0,31136.0,6.6734647995889,3.75,4.895,base,0.0,0.002658,0.008018
E06000008,Blackburn with Darwen,North West,E,197242.0,34529.0,5.712357728286368,3.75,4.895,base,0.0,0.003301,0.008348
E06000009,Blackpool,North West,E,202058.0,32080.0,6.29856608478803,3.75,4.895,base,0.0,0.003092,0.008008
E08000001,Bolton,North West,E,236447.0,33718.0,7.0124859125689545,3.75,4.895,base,0.0,0.002781,0.006655
E08000002,Bury,North West,E,203146.0,33040.0,6.148486682808716,3.75,4.895,base,0.0,0.004006,0.007667
E08000003,Manchester,North West,E,206527.0,28419.0,7.267215595200394,3.75,4.895,base,0.0,0.002341,0.00794
E08000004,Oldham,North West,E,219502.0,37719.0,5.819401362708449,3.75,4.895,base,0.0,0.003699,0.006995
E08000005,Rochdale,North West,E,209609.0,32868.0,6.377297067056103,3.75,4.895,base,0.0,0.003718,0.008686
E08000006,Salford,North West,E,246805.0,35366.0,6.978595260985127,3.75,4.895,base,0.0,0.003397,0.007423
E08000007,Stockport,North West,E,194232.0,31774.0,6.112922515264052,3.75,4.895,base,0.0,0.002592,0.0073
E08000008,Tameside,North West,E,238390.0,32775.0,7.273531655225019,3.75,4.895,base,0.0,0.003431,0.008856
E08000009,Trafford,North West,E,241173.0,31755.0,7.594803967879074,3.75,4.895,base,0.0,0.00248,0.006999
E08000010,Wigan,North West,E,220731.0,37943.0,5.817436681337796,3.75,4.895,base,0.0,0.00209,0.007051
E08000011,Knowsley,North West,E,236932.0,36645.0,6.46560240141902,3.75,4.895,base,0.0,0.003806,0.007334
E08000012,Liverpool,North West,E,181476.0,26605.0,6.821123848900583,3.75,4.895,base,0.0,0.002954,0.008674
E08000013,St. Helens,North West,E,199794.0,31397.0,6.363474217281906,3.75,4.895,base,0.0,0.002545,0.008353
E08000014,Sefton,North West,E,215288.0,35321.0,6.095184168058662,3.75,4.895,base,0.0,0.003693,0.008695
E08000015,Wirral,North West,E,210721.0,31485.0,6.69274257582976,3.75,4.895,base,0.0,0.002848,0.007553
E07000117,Chorley,North West,E,202288.0,37801.0,5.351392820295759,3.75,4.895,base,0.0,0.002646,0.007188
E07000118,Fylde,North West,E,278952.0,36392.0,7.6652011431083755,3.75,4.895,base,0.0,0.004369,0.008717
E07000119,Hyndburn,North West,E,195732.0,36150.0,5.414439834024896,3.75,4.895,base,0.0,0.003463,0.007084
E07000120,Lancaster,North West,E,194709.0,32824.0,5.9319095783573,3.75,4.895,base,0.0,0.003338,0.009035
E07000121,Pendle,North West,E,208657.0,28888.0,7.222964552755469,3.75,4.895,base,0.0,0.002583,0.006727
E07000122,Preston,North West,E,190702.0,38177.0,4.995206537967887,3.75,4.895,base,0.0,0.003578,0.006514
E07000123,Ribble Valley,North West,E,229148.0,35103.0,6.5278751103894255,3.75,4.895,base,0.0,0.003042,0.008481
E07000124,Rossendale,North West,E,268270.0,30939.0,8.670933126474676,3.75,4.895,base,0.0,0.003394,0.007122
E07000125,South Ribble,North West,E,207374.0,36511.0,5.6797677412286705,3.75,4.895,base,0.0,0.003121,0.006952
E07000126,West Lancashire,North West,E,232502.0,33146.0,7.014481385385869,3.75,4.895,base,0.0,0.003847,0.008901
E07000127,Wyre,North West,E,179905.0,32255.0,5.577584870562704,3.75,4.895,base,0.0,0.003235,0.008805
E07000163,Allerdale,North West,E,192551.0,34297.0,5.614222818322302,3.75,4.895,base,0.0,0.002583,0.006706
E07000164,Barrow-in-Furness,North West,E,221690.0,31967.0,6.934964181812494,3.75,4.895,base,0.0,0.002551,0.00868
E07000165,Carlisle,North West,E,226338.0,29878.0,7.575406653725149,3.75,4.895,base,0.0,0.002107,0.006577
E07000166,Copeland,North West,E,220261.0,33613.0,6.5528515752833725,3.75,4.895,base,0.0,0.003769,0.008391
E07000167,Eden,North West,E,205402.0,33569.0,6.11880008341029,3.75,4.895,base,0.0,0.002869,0.00874
E07000168,South Lakeland,North West,E,240587.0,34992.0,6.875485825331505,3.75,4.895,base,0.0,0.003578,0.008817
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,E,213202.0,35984.0,5.924911071587372,3.75,4.895,base,0.0,0.003154,0.006928
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,E,261190.0,31880.0,8.192910915934755,3.75,4.895,base,0.0,0.003923,0.008556
E06000012,North East Lincolnshire,Yorkshire and The Humber,E,242951.0,32659.0,7.439021402982332,3.75,4.895,base,0.0,0.00228,0.007027
E06000013,North Lincolnshire,Yorkshire and The Humber,E,194059.0,27540.0,7.046441539578795,3.75,4.895,base,0.0,0.002433,0.008537
E06000014,York,Yorkshire and The Humber,E,212039.0,34498.0,6.14641428488608,3.75,4.895,base,0.0,0.002629,0.00675
E08000016,Barnsley,Yorkshire and The Humber,E,217704.0,33378.0,6.522380010785548,3.75,4.895,base,0.0,0.003063,0.007922
E08000017,Doncaster,Yorkshire and The Humber,E,240224.0,36549.0,6.572655886617965,3.75,4.895,base,0.0,0.002437,0.007217
E08000018,Rotherham,Yorkshire and The Humber,E,196032.0,32481.0,6.035282164957976,3.75,4.895,base,0.0,0.002025,0.006782
E08000019,Sheffield,Yorkshire and The Humber,E,202056.0,30695.0,6.582700765597003,3.75,4.895,base,0.0,0.002207,0.006547
E08000032,Bradford,Yorkshire and The Humber,E,202880.0,32084.0,6.323401072185513,3.75,4.895,base,0.0,0.003591,0.007565
E08000033,Calderdale,Yorkshire and The Humber,E,197930.0,33618.0,5.88761972752692,3.75,4.895,base,0.0,0.001763,0.007816
E08000034,Kirklees,Yorkshire and The Humber,E,220019.0,33702.0,6.528366269064151,3.75,4.895,base,0.0,0.003113,0.006513
E08000035,Leeds,Yorkshire and The Humber,E,196005.0,31998.0,6.125539096193512,3.75,4.895,base,0.0,0.004027,0.007797
E08000036,Wakefield,Yorkshire and The Humber,E,210085.0,33579.0,6.256440036927842,3.75,4.895,base,0.0,0.002519,0.008298
E07000169,Scarborough,Yorkshire and The Humber,E,241957.0,29142.0,8.302690275204172,3.75,4.895,base,0.0,0.003615,0.007666
E07000170,Selby,Yorkshire and The Humber,E,178346.0,33598.0,5.308232632894815,3.75,4.895,base,0.0,0.002303,0.006494
E06000015,Derby,East Midlands,E,242932.0,37765.0,6.432728717066066,3.75,4.895,base,0.0,0.002449,0.008162
E06000016,Leicester,East Midlands,E,253790.0,36016.0,7.046590404264771,3.75,4.895,base,0.0,0.00264,0.009822
E06000017,Rutland,East Midlands,E,274485.0,31961.0,8.58812302493664,3.75,4.895,base,0.0,0.004047,0.008391
E06000018,Nottingham,East Midlands,E,274329.0,34835.0,7.875096885316492,3.75,4.895,base,0.0,0.002707,0.007536
E07000129,Amber Valley,East Midlands,E,264738.0,28784.0,9.197401334074486,3.75,4.895,base,0.0,0.0026,0.008379
E07000130,Bolsover,East Midlands,E,237453.0,34977.0,6.788832661463247,3.75,4.895,base,0.0,0.002564,0.008788
E07000131,Chesterfield,East Midlands,E,265645.0,31087.0,8.545211824878567,3.75,4.895,base,0.0,0.003145,0.008023
E07000132,Derbyshire Dales,East Midlands,E,244557.0,31915.0,7.662760457465142,3.75,4.895,base,0.0,0.004121,0.009405
E07000133,Erewash,East Midlands,E,272807.0,33066.0,8.250378031815158,3.75,4.895,base,0.0003,0.002044,0.010367
E07000134,High Peak,East Midlands,E,257718.0,31087.0,8.290217775919194,3.75,4.895,base,0.0,0.00185,0.007706
E07000135,North East Derbyshire,East Midlands,E,252736.0,35057.0,7.209287731408849,3.75,4.895,base,0.0,0.00288,0.007503
E07000136,South Derbyshire,East Midlands,E,298500.0,37914.0,7.873081183731603,3.75,4.895,base,0.0,0.002234,0.007554
E07000137,Blaby,East Midlands,E,241679.0,29917.0,8.078316676137312,3.75,4.895,base,0.0,0.003978,0.009395
E07000138,Charnwood,East Midlands,E,226741.0,32086.0,7.066664588917285,3.75,4.895,base,0.0,0.003163,0.008492
E07000139,Harborough,East Midlands,E,203190.0,35007.0,5.804267717884994,3.75,4.895,base,0.0,0.003767,0.010308
E07000140,Hinckley and Bosworth,East Midlands,E,234686.0,39301.0,5.971501997404646,3.75,4.895,base,0.0,0.003762,0.010116
E07000141,Melton,East Midlands,E,243635.0,39217.0,6.21248438177321,3.75,4.895,base,0.0,0.001827,0.00788
E07000142,North West Leicestershire,East Midlands,E,221439.0,31512.0,7.027132520944402,3.75,4.895,base,0.0,0.003912,0.010319
E07000143,Oadby and Wigston,East Midlands,E,292135.0,34977.0,8.352202876175772,3.75,4.895,base,0.0,0.002821,0.010071
E07000171,Boston,East Midlands,E,278186.0,32623.0,8.527296692517549,3.75,4.895,base,0.0,0.004183,0.008849
E07000172,East Lindsey,East Midlands,E,280519.0,31069.0,9.028903408542277,3.75,4.895,base,0.0,0.003236,0.008366
E07000173,Lincoln,East Midlands,E,236621.0,36526.0,6.478152548869298,3.75,4.895,base,0.0,0.003938,0.010381
E07000174,North Kesteven,East Midlands,E,226285.0,36400.0,6.216620879120879,3.75,4.895,base,0.0,0.003036,0.007588
E07000175,South Holland,East Midlands,E,259266.0,27720.0,9.353030303030303,3.75,4.895,base,0.0,0.003986,0.009187
